2024-07-19 15:06:45,826 DEBUG   HandlerThread:69147 [system_info.py:probe():152] Probing system
2024-07-19 15:06:45,830 DEBUG   HandlerThread:69147 [system_info.py:_probe_git():137] Probing git
2024-07-19 15:06:45,845 DEBUG   HandlerThread:69147 [system_info.py:_probe_git():145] Probing git done
2024-07-19 15:06:45,845 DEBUG   HandlerThread:69147 [system_info.py:probe():200] Probing system done
2024-07-19 15:06:45,845 DEBUG   HandlerThread:69147 [system_monitor.py:probe():223] {'os': 'macOS-14.4-arm64-arm-64bit', 'python': '3.10.14', 'heartbeatAt': '2024-07-19T22:06:45.826941', 'startedAt': '2024-07-19T22:06:44.776382', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/Users/minjunes/vlm/train.py', 'codePathLocal': 'train.py', 'codePath': 'train.py', 'git': {'remote': 'https://github.com/InvisibilityInc/vlm.git', 'commit': '378eb7870037a5af33ba1e087443b26ad7197e6a'}, 'email': 'minjune@i.inc', 'root': '/Users/minjunes/vlm', 'host': 'minjunes-mbp-2.lan', 'username': 'minjunes', 'executable': '/Users/minjunes/miniconda3/envs/vlm/bin/python3', 'cpu_count': 14, 'cpu_count_logical': 14, 'cpu_freq': {'current': 4056, 'min': 1020, 'max': 4056}, 'cpu_freq_per_core': [{'current': 4056, 'min': 1020, 'max': 4056}], 'disk': {'/': {'total': 926.3517189025879, 'used': 12.546344757080078}}, 'gpuapple': {'type': 'Apple M3 Max', 'vendor': 'sppci_vendor_Apple'}, 'memory': {'total': 36.0}}
2024-07-19 15:06:45,845 INFO    HandlerThread:69147 [system_monitor.py:probe():224] Finished collecting system info
2024-07-19 15:06:45,845 INFO    HandlerThread:69147 [system_monitor.py:probe():227] Publishing system info
2024-07-19 15:06:45,845 DEBUG   HandlerThread:69147 [system_info.py:_save_conda():209] Saving list of conda packages installed into the current environment
2024-07-19 15:06:46,201 INFO    Thread-12 :69147 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/minjunes/vlm/wandb/run-20240719_150644-3cka9p4y/files/conda-environment.yaml
2024-07-19 15:06:46,689 DEBUG   HandlerThread:69147 [system_info.py:_save_conda():224] Saving conda packages done
2024-07-19 15:06:46,690 INFO    HandlerThread:69147 [system_monitor.py:probe():229] Finished publishing system info
2024-07-19 15:06:46,692 DEBUG   SenderThread:69147 [sender.py:send():379] send: files
2024-07-19 15:06:46,692 INFO    SenderThread:69147 [sender.py:_save_file():1454] saving file wandb-metadata.json with policy now
2024-07-19 15:06:46,726 DEBUG   HandlerThread:69147 [handler.py:handle_request():158] handle_request: python_packages
2024-07-19 15:06:46,727 DEBUG   SenderThread:69147 [sender.py:send_request():406] send_request: python_packages
2024-07-19 15:06:46,727 DEBUG   HandlerThread:69147 [handler.py:handle_request():158] handle_request: stop_status
2024-07-19 15:06:46,727 DEBUG   SenderThread:69147 [sender.py:send_request():406] send_request: stop_status
2024-07-19 15:06:46,727 DEBUG   HandlerThread:69147 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-19 15:06:46,927 DEBUG   SenderThread:69147 [sender.py:send():379] send: telemetry
2024-07-19 15:06:47,128 INFO    wandb-upload_0:69147 [upload_job.py:push():130] Uploaded file /var/folders/pp/dnt659215b30cwm6kp3rx5680000gn/T/tmpxrddj9r0wandb/cpp3yec9-wandb-metadata.json
2024-07-19 15:06:47,207 INFO    Thread-12 :69147 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/minjunes/vlm/wandb/run-20240719_150644-3cka9p4y/files/conda-environment.yaml
2024-07-19 15:06:47,208 INFO    Thread-12 :69147 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/minjunes/vlm/wandb/run-20240719_150644-3cka9p4y/files/wandb-metadata.json
2024-07-19 15:06:47,208 INFO    Thread-12 :69147 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/minjunes/vlm/wandb/run-20240719_150644-3cka9p4y/files/requirements.txt
2024-07-19 15:06:47,208 INFO    Thread-12 :69147 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/minjunes/vlm/wandb/run-20240719_150644-3cka9p4y/files/output.log
2024-07-19 15:06:47,744 DEBUG   HandlerThread:69147 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-19 15:06:48,749 DEBUG   HandlerThread:69147 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-19 15:06:49,217 INFO    Thread-12 :69147 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/minjunes/vlm/wandb/run-20240719_150644-3cka9p4y/files/output.log
2024-07-19 15:06:49,752 DEBUG   HandlerThread:69147 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-19 15:06:50,102 DEBUG   HandlerThread:69147 [handler.py:handle_request():158] handle_request: status_report
2024-07-19 15:06:50,358 DEBUG   SenderThread:69147 [sender.py:send():379] send: exit
2024-07-19 15:06:50,358 INFO    SenderThread:69147 [sender.py:send_exit():586] handling exit code: 1
2024-07-19 15:06:50,358 INFO    SenderThread:69147 [sender.py:send_exit():588] handling runtime: 5
2024-07-19 15:06:50,358 INFO    SenderThread:69147 [sender.py:_save_file():1454] saving file wandb-summary.json with policy end
2024-07-19 15:06:50,358 INFO    SenderThread:69147 [sender.py:send_exit():594] send defer
2024-07-19 15:06:50,358 DEBUG   HandlerThread:69147 [handler.py:handle_request():158] handle_request: defer
2024-07-19 15:06:50,358 INFO    HandlerThread:69147 [handler.py:handle_request_defer():184] handle defer: 0
2024-07-19 15:06:50,359 DEBUG   SenderThread:69147 [sender.py:send_request():406] send_request: defer
2024-07-19 15:06:50,359 INFO    SenderThread:69147 [sender.py:send_request_defer():610] handle sender defer: 0
2024-07-19 15:06:50,359 INFO    SenderThread:69147 [sender.py:transition_state():614] send defer: 1
2024-07-19 15:06:50,359 DEBUG   HandlerThread:69147 [handler.py:handle_request():158] handle_request: defer
2024-07-19 15:06:50,359 INFO    HandlerThread:69147 [handler.py:handle_request_defer():184] handle defer: 1
2024-07-19 15:06:50,359 DEBUG   SenderThread:69147 [sender.py:send_request():406] send_request: defer
2024-07-19 15:06:50,359 INFO    SenderThread:69147 [sender.py:send_request_defer():610] handle sender defer: 1
2024-07-19 15:06:50,359 INFO    SenderThread:69147 [sender.py:transition_state():614] send defer: 2
2024-07-19 15:06:50,359 DEBUG   HandlerThread:69147 [handler.py:handle_request():158] handle_request: defer
2024-07-19 15:06:50,359 INFO    HandlerThread:69147 [handler.py:handle_request_defer():184] handle defer: 2
2024-07-19 15:06:50,359 INFO    HandlerThread:69147 [system_monitor.py:finish():203] Stopping system monitor
2024-07-19 15:06:50,359 INFO    HandlerThread:69147 [interfaces.py:finish():200] Joined cpu monitor
2024-07-19 15:06:50,359 DEBUG   SystemMonitor:69147 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-07-19 15:06:50,359 INFO    HandlerThread:69147 [interfaces.py:finish():200] Joined disk monitor
2024-07-19 15:06:50,359 DEBUG   SystemMonitor:69147 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2024-07-19 15:06:50,359 DEBUG   SystemMonitor:69147 [system_monitor.py:_start():183] Publishing last batch of metrics
2024-07-19 15:06:50,621 INFO    HandlerThread:69147 [interfaces.py:finish():200] Joined gpuapple monitor
2024-07-19 15:06:50,621 INFO    HandlerThread:69147 [interfaces.py:finish():200] Joined memory monitor
2024-07-19 15:06:50,621 INFO    HandlerThread:69147 [interfaces.py:finish():200] Joined network monitor
2024-07-19 15:06:50,622 DEBUG   SenderThread:69147 [sender.py:send_request():406] send_request: defer
2024-07-19 15:06:50,622 INFO    SenderThread:69147 [sender.py:send_request_defer():610] handle sender defer: 2
2024-07-19 15:06:50,622 INFO    SenderThread:69147 [sender.py:transition_state():614] send defer: 3
2024-07-19 15:06:50,622 DEBUG   SenderThread:69147 [sender.py:send():379] send: telemetry
2024-07-19 15:06:50,622 DEBUG   SenderThread:69147 [sender.py:send():379] send: stats
2024-07-19 15:06:50,622 DEBUG   HandlerThread:69147 [handler.py:handle_request():158] handle_request: defer
2024-07-19 15:06:50,622 INFO    HandlerThread:69147 [handler.py:handle_request_defer():184] handle defer: 3
2024-07-19 15:06:50,622 DEBUG   SenderThread:69147 [sender.py:send_request():406] send_request: defer
2024-07-19 15:06:50,622 INFO    SenderThread:69147 [sender.py:send_request_defer():610] handle sender defer: 3
2024-07-19 15:06:50,622 INFO    SenderThread:69147 [sender.py:transition_state():614] send defer: 4
2024-07-19 15:06:50,622 DEBUG   HandlerThread:69147 [handler.py:handle_request():158] handle_request: defer
2024-07-19 15:06:50,622 INFO    HandlerThread:69147 [handler.py:handle_request_defer():184] handle defer: 4
2024-07-19 15:06:50,622 DEBUG   SenderThread:69147 [sender.py:send_request():406] send_request: defer
2024-07-19 15:06:50,622 INFO    SenderThread:69147 [sender.py:send_request_defer():610] handle sender defer: 4
2024-07-19 15:06:50,622 INFO    SenderThread:69147 [sender.py:transition_state():614] send defer: 5
2024-07-19 15:06:50,622 DEBUG   HandlerThread:69147 [handler.py:handle_request():158] handle_request: defer
2024-07-19 15:06:50,622 INFO    HandlerThread:69147 [handler.py:handle_request_defer():184] handle defer: 5
2024-07-19 15:06:50,622 DEBUG   SenderThread:69147 [sender.py:send():379] send: summary
2024-07-19 15:06:50,622 INFO    SenderThread:69147 [sender.py:_save_file():1454] saving file wandb-summary.json with policy end
2024-07-19 15:06:50,623 DEBUG   SenderThread:69147 [sender.py:send_request():406] send_request: defer
2024-07-19 15:06:50,623 INFO    SenderThread:69147 [sender.py:send_request_defer():610] handle sender defer: 5
2024-07-19 15:06:50,623 INFO    SenderThread:69147 [sender.py:transition_state():614] send defer: 6
2024-07-19 15:06:50,623 DEBUG   HandlerThread:69147 [handler.py:handle_request():158] handle_request: defer
2024-07-19 15:06:50,623 INFO    HandlerThread:69147 [handler.py:handle_request_defer():184] handle defer: 6
2024-07-19 15:06:50,623 DEBUG   SenderThread:69147 [sender.py:send_request():406] send_request: defer
2024-07-19 15:06:50,623 INFO    SenderThread:69147 [sender.py:send_request_defer():610] handle sender defer: 6
2024-07-19 15:06:50,625 DEBUG   HandlerThread:69147 [handler.py:handle_request():158] handle_request: status_report
2024-07-19 15:06:50,726 INFO    SenderThread:69147 [sender.py:transition_state():614] send defer: 7
2024-07-19 15:06:50,726 DEBUG   HandlerThread:69147 [handler.py:handle_request():158] handle_request: defer
2024-07-19 15:06:50,726 INFO    HandlerThread:69147 [handler.py:handle_request_defer():184] handle defer: 7
2024-07-19 15:06:50,726 DEBUG   SenderThread:69147 [sender.py:send_request():406] send_request: defer
2024-07-19 15:06:50,726 INFO    SenderThread:69147 [sender.py:send_request_defer():610] handle sender defer: 7
2024-07-19 15:06:51,226 INFO    Thread-12 :69147 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/minjunes/vlm/wandb/run-20240719_150644-3cka9p4y/files/config.yaml
2024-07-19 15:06:51,226 INFO    Thread-12 :69147 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/minjunes/vlm/wandb/run-20240719_150644-3cka9p4y/files/output.log
2024-07-19 15:06:51,226 INFO    Thread-12 :69147 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/minjunes/vlm/wandb/run-20240719_150644-3cka9p4y/files/wandb-summary.json
2024-07-19 15:06:51,364 DEBUG   HandlerThread:69147 [handler.py:handle_request():158] handle_request: poll_exit
2024-07-19 15:06:52,367 INFO    SenderThread:69147 [sender.py:transition_state():614] send defer: 8
2024-07-19 15:06:52,368 DEBUG   SenderThread:69147 [sender.py:send_request():406] send_request: poll_exit
2024-07-19 15:06:52,368 DEBUG   HandlerThread:69147 [handler.py:handle_request():158] handle_request: defer
2024-07-19 15:06:52,369 INFO    HandlerThread:69147 [handler.py:handle_request_defer():184] handle defer: 8
2024-07-19 15:06:52,369 DEBUG   HandlerThread:69147 [handler.py:handle_request():158] handle_request: poll_exit
2024-07-19 15:06:52,370 DEBUG   SenderThread:69147 [sender.py:send_request():406] send_request: defer
2024-07-19 15:06:52,370 INFO    SenderThread:69147 [sender.py:send_request_defer():610] handle sender defer: 8
2024-07-19 15:06:52,370 INFO    SenderThread:69147 [job_builder.py:build():440] Attempting to build job artifact
2024-07-19 15:06:52,371 INFO    SenderThread:69147 [job_builder.py:_get_source_type():569] is repo sourced job
2024-07-19 15:06:52,395 INFO    SenderThread:69147 [job_builder.py:build():545] adding wandb-job metadata file
2024-07-19 15:06:52,396 INFO    SenderThread:69147 [sender.py:transition_state():614] send defer: 9
2024-07-19 15:06:52,397 DEBUG   SenderThread:69147 [sender.py:send_request():406] send_request: poll_exit
2024-07-19 15:06:52,397 DEBUG   HandlerThread:69147 [handler.py:handle_request():158] handle_request: defer
2024-07-19 15:06:52,397 INFO    HandlerThread:69147 [handler.py:handle_request_defer():184] handle defer: 9
2024-07-19 15:06:52,397 DEBUG   SenderThread:69147 [sender.py:send():379] send: artifact
2024-07-19 15:06:52,881 INFO    SenderThread:69147 [sender.py:send_artifact():1530] sent artifact job-https___github.com_InvisibilityInc_vlm.git_train.py - {'id': 'QXJ0aWZhY3Q6MTAwMzQxNDQyNQ==', 'state': 'COMMITTED', 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjI5MjQ1NjA1NQ==', 'latestArtifact': {'id': 'QXJ0aWZhY3Q6MTAwMzQxNDQyNQ==', 'versionIndex': 0}}}
2024-07-19 15:06:52,882 DEBUG   SenderThread:69147 [sender.py:send_request():406] send_request: defer
2024-07-19 15:06:52,882 INFO    SenderThread:69147 [sender.py:send_request_defer():610] handle sender defer: 9
2024-07-19 15:06:52,882 INFO    SenderThread:69147 [dir_watcher.py:finish():358] shutting down directory watcher
2024-07-19 15:06:53,233 INFO    Thread-12 :69147 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/minjunes/vlm/wandb/run-20240719_150644-3cka9p4y/files/output.log
2024-07-19 15:06:53,234 INFO    SenderThread:69147 [dir_watcher.py:finish():388] scan: /Users/minjunes/vlm/wandb/run-20240719_150644-3cka9p4y/files
2024-07-19 15:06:53,235 INFO    SenderThread:69147 [dir_watcher.py:finish():402] scan save: /Users/minjunes/vlm/wandb/run-20240719_150644-3cka9p4y/files/requirements.txt requirements.txt
2024-07-19 15:06:53,235 INFO    SenderThread:69147 [dir_watcher.py:finish():402] scan save: /Users/minjunes/vlm/wandb/run-20240719_150644-3cka9p4y/files/output.log output.log
2024-07-19 15:06:53,238 INFO    SenderThread:69147 [dir_watcher.py:finish():402] scan save: /Users/minjunes/vlm/wandb/run-20240719_150644-3cka9p4y/files/config.yaml config.yaml
2024-07-19 15:06:53,242 INFO    SenderThread:69147 [dir_watcher.py:finish():402] scan save: /Users/minjunes/vlm/wandb/run-20240719_150644-3cka9p4y/files/wandb-summary.json wandb-summary.json
2024-07-19 15:06:53,243 INFO    SenderThread:69147 [dir_watcher.py:finish():402] scan save: /Users/minjunes/vlm/wandb/run-20240719_150644-3cka9p4y/files/conda-environment.yaml conda-environment.yaml
2024-07-19 15:06:53,243 INFO    SenderThread:69147 [dir_watcher.py:finish():402] scan save: /Users/minjunes/vlm/wandb/run-20240719_150644-3cka9p4y/files/wandb-metadata.json wandb-metadata.json
2024-07-19 15:06:53,244 INFO    SenderThread:69147 [sender.py:transition_state():614] send defer: 10
2024-07-19 15:06:53,244 DEBUG   HandlerThread:69147 [handler.py:handle_request():158] handle_request: defer
2024-07-19 15:06:53,246 INFO    HandlerThread:69147 [handler.py:handle_request_defer():184] handle defer: 10
2024-07-19 15:06:53,251 DEBUG   SenderThread:69147 [sender.py:send_request():406] send_request: defer
2024-07-19 15:06:53,252 INFO    SenderThread:69147 [sender.py:send_request_defer():610] handle sender defer: 10
2024-07-19 15:06:53,252 INFO    SenderThread:69147 [file_pusher.py:finish():169] shutting down file pusher
2024-07-19 15:06:53,372 DEBUG   HandlerThread:69147 [handler.py:handle_request():158] handle_request: poll_exit
2024-07-19 15:06:53,373 DEBUG   SenderThread:69147 [sender.py:send_request():406] send_request: poll_exit
2024-07-19 15:06:53,646 INFO    wandb-upload_1:69147 [upload_job.py:push():130] Uploaded file /Users/minjunes/vlm/wandb/run-20240719_150644-3cka9p4y/files/output.log
2024-07-19 15:06:53,683 INFO    wandb-upload_0:69147 [upload_job.py:push():130] Uploaded file /Users/minjunes/vlm/wandb/run-20240719_150644-3cka9p4y/files/requirements.txt
2024-07-19 15:06:53,688 INFO    wandb-upload_3:69147 [upload_job.py:push():130] Uploaded file /Users/minjunes/vlm/wandb/run-20240719_150644-3cka9p4y/files/wandb-summary.json
2024-07-19 15:06:53,707 INFO    wandb-upload_2:69147 [upload_job.py:push():130] Uploaded file /Users/minjunes/vlm/wandb/run-20240719_150644-3cka9p4y/files/config.yaml
2024-07-19 15:06:53,721 INFO    wandb-upload_4:69147 [upload_job.py:push():130] Uploaded file /Users/minjunes/vlm/wandb/run-20240719_150644-3cka9p4y/files/conda-environment.yaml
2024-07-19 15:06:53,926 INFO    Thread-11 (_thread_body):69147 [sender.py:transition_state():614] send defer: 11
2024-07-19 15:06:53,927 DEBUG   HandlerThread:69147 [handler.py:handle_request():158] handle_request: defer
2024-07-19 15:06:53,927 INFO    HandlerThread:69147 [handler.py:handle_request_defer():184] handle defer: 11
2024-07-19 15:06:53,927 DEBUG   SenderThread:69147 [sender.py:send_request():406] send_request: defer
2024-07-19 15:06:53,927 INFO    SenderThread:69147 [sender.py:send_request_defer():610] handle sender defer: 11
2024-07-19 15:06:53,927 INFO    SenderThread:69147 [file_pusher.py:join():175] waiting for file pusher
2024-07-19 15:06:53,928 INFO    SenderThread:69147 [sender.py:transition_state():614] send defer: 12
2024-07-19 15:06:53,928 DEBUG   HandlerThread:69147 [handler.py:handle_request():158] handle_request: defer
2024-07-19 15:06:53,928 INFO    HandlerThread:69147 [handler.py:handle_request_defer():184] handle defer: 12
2024-07-19 15:06:53,928 DEBUG   SenderThread:69147 [sender.py:send_request():406] send_request: defer
2024-07-19 15:06:53,928 INFO    SenderThread:69147 [sender.py:send_request_defer():610] handle sender defer: 12
2024-07-19 15:06:53,928 INFO    SenderThread:69147 [file_stream.py:finish():601] file stream finish called
2024-07-19 15:06:54,012 INFO    SenderThread:69147 [file_stream.py:finish():605] file stream finish is done
2024-07-19 15:06:54,012 INFO    SenderThread:69147 [sender.py:transition_state():614] send defer: 13
2024-07-19 15:06:54,012 DEBUG   HandlerThread:69147 [handler.py:handle_request():158] handle_request: defer
2024-07-19 15:06:54,012 INFO    HandlerThread:69147 [handler.py:handle_request_defer():184] handle defer: 13
2024-07-19 15:06:54,012 DEBUG   SenderThread:69147 [sender.py:send_request():406] send_request: defer
2024-07-19 15:06:54,012 INFO    SenderThread:69147 [sender.py:send_request_defer():610] handle sender defer: 13
2024-07-19 15:06:54,012 INFO    SenderThread:69147 [sender.py:transition_state():614] send defer: 14
2024-07-19 15:06:54,013 DEBUG   HandlerThread:69147 [handler.py:handle_request():158] handle_request: defer
2024-07-19 15:06:54,013 INFO    HandlerThread:69147 [handler.py:handle_request_defer():184] handle defer: 14
2024-07-19 15:06:54,013 DEBUG   SenderThread:69147 [sender.py:send():379] send: final
2024-07-19 15:06:54,013 DEBUG   SenderThread:69147 [sender.py:send():379] send: footer
2024-07-19 15:06:54,013 DEBUG   SenderThread:69147 [sender.py:send_request():406] send_request: defer
2024-07-19 15:06:54,013 INFO    SenderThread:69147 [sender.py:send_request_defer():610] handle sender defer: 14
2024-07-19 15:06:54,013 DEBUG   HandlerThread:69147 [handler.py:handle_request():158] handle_request: poll_exit
2024-07-19 15:06:54,014 DEBUG   HandlerThread:69147 [handler.py:handle_request():158] handle_request: server_info
2024-07-19 15:06:54,014 DEBUG   SenderThread:69147 [sender.py:send_request():406] send_request: poll_exit
2024-07-19 15:06:54,014 DEBUG   SenderThread:69147 [sender.py:send_request():406] send_request: server_info
2024-07-19 15:06:54,015 DEBUG   HandlerThread:69147 [handler.py:handle_request():158] handle_request: poll_exit
2024-07-19 15:06:54,015 DEBUG   HandlerThread:69147 [handler.py:handle_request():158] handle_request: get_summary
2024-07-19 15:06:54,015 DEBUG   HandlerThread:69147 [handler.py:handle_request():158] handle_request: sampled_history
2024-07-19 15:06:54,015 DEBUG   HandlerThread:69147 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-19 15:06:54,093 DEBUG   SenderThread:69147 [sender.py:send_request():406] send_request: poll_exit
2024-07-19 15:06:54,094 INFO    MainThread:69147 [wandb_run.py:_footer_history_summary_info():3991] rendering history
2024-07-19 15:06:54,094 INFO    MainThread:69147 [wandb_run.py:_footer_history_summary_info():4023] rendering summary
2024-07-19 15:06:54,094 INFO    MainThread:69147 [wandb_run.py:_footer_sync_info():3950] logging synced files
2024-07-19 15:06:54,094 DEBUG   HandlerThread:69147 [handler.py:handle_request():158] handle_request: shutdown
2024-07-19 15:06:54,094 INFO    HandlerThread:69147 [handler.py:finish():882] shutting down handler
2024-07-19 15:06:55,020 INFO    WriterThread:69147 [datastore.py:close():296] close: /Users/minjunes/vlm/wandb/run-20240719_150644-3cka9p4y/run-3cka9p4y.wandb
2024-07-19 15:06:55,099 INFO    SenderThread:69147 [sender.py:finish():1608] shutting down sender
2024-07-19 15:06:55,099 INFO    SenderThread:69147 [file_pusher.py:finish():169] shutting down file pusher
2024-07-19 15:06:55,099 INFO    SenderThread:69147 [file_pusher.py:join():175] waiting for file pusher
